Country,Agent,LogoUrl,Office,Coverage,Operation,TransportMode,Services,Contact,Email,Phone,Segments,Networks
China,"Shenzhen United Power International Supply Chain Management Co., LTD",https://assets.jctrans.com/COMPANY_LOGO/96eba3da-8e94-41be-a6d4-ee93990c38b4.png,"China, Shenzhen",,,,,Ann Li,ann@uptrans.cn,15116158878,,JC Trans
China,"SHENZHEN UNITOP INT'L CARGO CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO/978bd858-9736-433e-ba7e-31e149c4ae58,"China, Shenzhen",,,,,Jay Kang,overseas01@unitopcargo.com,372394434,,JC Trans
China,"Shenzhen VG International Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2F26db9782-2a68-4294-9ce0-539b28870533,"China, Shenzhen",,,,,"Shenzhen VG International Logistics Co.,Ltd",freddy@vg-logistics.com,19926460072,,JC Trans
China,SHENZHEN VOYAGER INTERNATIONAL LOGISTICS CO.LTD,https://assets.jctrans.com/COMPANY_LOGO%2Fd4a783de-fa20-484b-8ae7-1678c222f38c,"China, Shenzhen",,,,,Eva,eva@voyagerlogistics.com.cn,15768758019,,JC Trans
China,"Shenzhen Wanshuntong Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/e596ecf4-e10b-4f9e-8dda-35a6e156e055.jpg,"China, Shenzhen",,,,,kevinzhu,kevinzhu@szwst56.com,18926521841,,JC Trans
China,"SHENZHEN WAYBEST INTERNATIONAL LOGISTICS SUPPLY CHAIN CO., LTD",https://assets.jctrans.com/COMPANY_LOGO/4045414c-1acb-45c8-919d-a934a65b169d.png,"China, Shenzhen",,,,,Joyce Xiao,Joyce@waybestsupplychain.com,,,JC Trans
China,SHENZHEN WELL LINK SUPPLY CHAIN LTD.,https://assets.jctrans.com/COMPANY_LOGO%2Ff6d3e201-898a-44a4-a713-0aba92fd399b,"China, Shenzhen",,,,,Tina,tina@wllog.com.cn,15361679452,,JC Trans
China,"SHENZHEN WELLTRANS LOGISTICS CO.,LTD.",https://assets.jctrans.com/COMPANY_LOGO/880d1a3c-293a-4f5e-9931-67669b37c3ce.png,"China, Shenzhen",,,,,ZOE,info@szwelltrans.com,19566347946,,JC Trans
China,"Shenzhen WeOne Freight Forwarding Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO/9bbd4708-99d9-40cc-8c09-f4edd62de46b.png,"China, Shenzhen",,,,,Eunice,eunice@vivologistics.com,19874142527,,JC Trans
China,"Shenzhen Wheeltopn Int'l Transportation Co.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2F3806507a-cd1c-4eee-91a6-03ce233c0546,"China, Shenzhen",,,,,Gavin Wheeltopn,gavin@wheeltopn.com,13424209466,,JC Trans
China,"Shenzhen Win-share Supply Chain Management Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Fc11bfedc-46c8-419f-aee8-76412cddd5b9,"China, Shenzhen",,,,,Huang,sonia@win-sharegroup.com,13530649976,,JC Trans
China,"SHENZHEN WIN-WIN GLOBAL LOGISTICS CO.,LTD.",https://assets.jctrans.com/COMPANY_LOGO/346ad76d-ad97-4932-87cd-d333ff89c92d.png,"China, Shenzhen",,,,,Angela,angela@win-winglobal.com,13670240664,,JC Trans
China,"SHENZHEN WINSTAR INT'L LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/36191f06-6fd9-406d-92d4-87d6296cc89e.png,"China, Shenzhen",,,,,Tiffany,info@wsdlogistics.com,,,JC Trans
China,"SHENZHEN WODA SUPPLY CHAIN CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2F9869f189-ba56-448b-a806-7a94913c103b,"China, Shenzhen",,,,,Allen Wang,Allen@wodasc.com,13537667037,,JC Trans
China,"Shenzhen Wombat International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/666ef55f-b0a1-4cf5-8d33-7bf19fdbd7f8.jpg,"China, Shenzhen",,,,,Hoodle,hoodle@daixionglog.cn,15362433305,,JC Trans
China,"SHENZHEN WONDER SUPPLY CHAIN CO., LTD",https://assets.jctrans.com/COMPANY_LOGO%2F4b7a2588-a728-4ea5-8665-2ccea52a0468,"China, Shenzhen",,,,,Ray,ray@wondersupplychain.com,15920252901,,JC Trans
China,"Shenzhen Woo Win Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/4a379d8c-19dd-4cd6-a19d-5910c2db0fc6.png,"China, Shenzhen",,,,,Lesley Zhang,lesley.zhang@wowin-can.com,,,JC Trans
China,"SHENZHEN WORLDBASE SUPPLY CHAIN CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/277a6ae4-94e7-429b-851f-0bd33a0eeed5.jpg,"China, Shenzhen",,,,,FIFI LILIANA,fifi.li@wbgcn.com,13416465036,,JC Trans
China,"Shenzhen Wotu International Logistics Co. , Ltd.",https://assets.jctrans.com/COMPANY_LOGO/e2023a96-6857-4fe4-a83c-962175255013.png,"China, Shenzhen",,,,,Winson Kong,winson.kong@wotulogistics.com,,,JC Trans
China,"SHENZHEN WSC GLOBAL FORWARDING CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/1c64b90e-7522-4e6c-8d11-8dde94da655c.jpg,"China, Shenzhen",,,,,Vinicio CHEN,vinicio.chen@wsc-global.com,13713906683,,JC Trans
China,"Shenzhen X&Y International Logistics CO.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2F6823199d-1868-4c9d-8087-b65d6cd3942d,"China, Shenzhen",,,,,Polly.Xu,sales1@xuyao-logistics.com,15989897972,,JC Trans
China,"Shenzhen Xinanda International Freight Forwarding Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2F1fc714e6-125c-427d-89f7-71707df49b41.jpg,"China, Shenzhen",,,,,Edan,aaron@xad-sz.com,15626501012,,JC Trans
China,"Shenzhen Xinruida International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/f2ff9f5f-a1e2-4ade-a746-3d421ad7ba1c.png,"China, Shenzhen",,,,,Lisa Tang,lisa.tang@zntlogistics.com.cn,,,JC Trans
China,"Shenzhen Xinyue International Logistics Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Fc4be1e03-1e08-4ad3-ab06-464cdf6c1273,"China, Shenzhen",,,,,Meredith,info@xyfreight.com,13410736586,,JC Trans
China,"SHENZHEN XINZHITAI INTERNATIONAL LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/de1248b2-17ea-4289-9690-4bb60f7b4a55.jpg,"China, Shenzhen",,,,,Rose,rose.lao@szxztwl.com,13509930903,,JC Trans
China,"Shenzhen Xiongyuan International Supply Chain Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2F75203792-7fb9-4c8c-98f9-81ac5e4891fa,"China, Shenzhen",,,,,Leo,leo@sz-sxy.com,13148776562,,JC Trans
China,"Shenzhen XPA International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2Faa41de6f-3b31-4e13-bc3b-373afabf0b42,"China, Shenzhen",,,,,johnny,johnnyhong@xpalogistics.com,18718578417,,JC Trans
China,"Shenzhen Xunlaitong International Shipping Agency Co.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO/8bdf8385-71a2-4610-b794-6e4cbedfcdc8.png,"China, Shenzhen",,,,,Duncan,duncan@xunlaitong.com,13570318541,,JC TransAON
China,"Shenzhen Xunyuanda International Logistics Co., LTD",https://assets.jctrans.com/COMPANY_LOGO/f25b3914-ca3c-4023-8f71-fc8f21bbd2be.jpg,"China, Shenzhen",,,,,Michelle Huang,michelle@xunyuanda.cn,13410339148,,JC Trans
China,"Shenzhen Yaoxing International Logistics Co. , Ltd.",https://parnity.co/dist/images/company-placeholder.png,"China, Shenzhen",,,,,WALLYFAN,fanminyi@yxgj-global.com,14716037639,,JC Trans
China,"Shenzhen Yarui International Forwarding Co.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO/f2421944-4939-41b9-b8f9-83994926f6b2.jpg,"China, Shenzhen",,,,,Ansing,ansing@yaruichina.com.cn,13828896686,,JC Trans
China,"Shenzhen Yehua International Freight Forwarding Co., Ltd.",https://parnity.co/dist/images/company-placeholder.png,"China, Shenzhen",,,,,Linda,linda_chen@yehuadg.com,15014757676,,JC Trans
China,"SHENZHEN YFHEX LOGISTICS CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO/aeb50b3c-4e89-4525-9a18-3b17770252bf.png,"China, Shenzhen",,,,,YFH,marketing1@yfhex.com,13590272277,,JC Trans
China,"SHENZHEN YI-HUI IN SUPPLY CHAIN MANAGEMENT CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2F4bd9ee94-5366-4205-b6c8-7bf049599039.png,"China, Shenzhen",,,,,cuihui@zyhscm.com,cuihui@zyhscm.com,,,JC Trans
China,"Shenzhen Yingpai International Logistics Co. , LTD",https://assets.jctrans.com/COMPANY_LOGO/0d39294e-d077-44b8-aaee-7035e5b62c9d.jpg,"China, Shenzhen",,,,,Luyong,luyong@expressyp.com,13714813665,,JC Trans
China,"Shenzhen Yiyang International Logistics CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2Fd205b5dc-d41a-4ffc-b5b4-fb69100f0b9c,"China, Shenzhen",,,,,amy lee,amy@suncargo.cn,13728757748,,JC Trans
China,"SHENZHEN YOCONDA INTERNATIONAL LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/f6d82225-ea80-47c5-8976-cdb34560853f.png,"China, Shenzhen",,,,,Miki,Miki@yoconda.cn,15217052862,,JC Trans
China,"Shenzhen Yondacargo International Freight Forwarding Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/eef28391-bd8e-449e-a2ff-e0d31340cb53.png,"China, Shenzhen",,,,,Eileen,Eileen@yondacargo.com,13106602101,,JC Trans
China,"Shenzhen Yonghuikai Supply Chain Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO/aa2d6c3e-b235-4d06-a0e4-da92edcddb3a.png,"China, Shenzhen",,,,,undefined,J13632717619@163.COM,18620141513,,JC Trans
China,"Shenzhen you Bang Shi Da freight forwarding Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/ad78207a-86c7-4d6e-96bb-1a16616a3296.png,"China, Shenzhen",,,,,Rick,rick@amigocargo.biz,18617166610,,JC Trans
China,"SHENZHEN YUAN LOGISTICS.,LTD",https://assets.jctrans.com/COMPANY_LOGO/9ea84332-f90c-4070-a16f-343c9eaeca54.png,"China, Shenzhen",,,,,undefined,services@yuangrupo.com,15875524275,,JC Trans
China,"Shenzhen Yunshen International Logistics Co.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2Fed9e3465-1798-48ec-9243-506b3be3d158,"China, Shenzhen",,,,,Jerry,jerry@yunshenlogistics.com,15712102927,,JC Trans
China,"ShenZhen YunSong International Freight Forwarding Co.,LTD ShangHai Branch",https://assets.jctrans.com/COMPANY_LOGO/0e0b36cf-043e-4193-a31a-b70f4db66e55.jpg,"China, Shanghai",,,,,Julie,wangyanzhuo@yunfreight.com,1060620001,,JC Trans
China,"SHENZHEN YWS INTERNATIONAL LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/4a20c2b0-a440-49e0-856d-ba50f6492117.jpeg,"China, Shenzhen",,,,,Carrie,carrie@yws-logistics.cn,18926056536,,JC Trans
China,"SHENZHEN ZCT LOGISTICS CO., LTD",https://assets.jctrans.com/COMPANY_LOGO/d3e839b9-0028-45e1-a35e-5a03668ed893.png,"China, Shenzhen",,,,,Jasmyn,jasmyn@zct-logistics.com,17677496392,,JC Trans
China,"ShenZhen Zeemma Multinational Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/87970b24-665f-459b-88f9-6b7b4b73ac2a.png,"China, Shenzhen",,,,,Emma,EMMA@SCAIRUI.COM,19113264050,,JC Trans
China,"SHENZHEN ZHONGJIAN INTERNATIONAL LOGISTICS CO., LTD",https://assets.jctrans.com/COMPANY_LOGO/1037dfe1-b557-4a26-a951-5d3e03da85b8.png,"China, Shenzhen",,,,,Mandy,mandy@ztgyl.cc,13418773071,,JC Trans
China,SHENZHEN ZHUOYU SUPPLY CHAIN LTD,https://assets.jctrans.com/COMPANY_LOGO%2F46742299-419e-4053-84db-adb67e358851,"China, Shenzhen",,,,,zhuoyu,sales01@zhuo-yu.cn,18879094196,,JC Trans
China,"Shenzhen Zoeda International Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Fac6632a6-9f6a-4e2c-85c2-4e92c81a4228,"China, Shenzhen",,,,,Emily,sales1@zydlogistics.com,15925994185,,JC Trans
China,"Shineworld International Logistics(Jiangsu) CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2F4e7940fa-30ff-4e3c-b38a-204265949095,"China, Suzhou",,,,,LIUJIA,ocs@shineworld-js.com,15062238675,,JC Trans
China,"SHINING CARGO SERVICE CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO%2F3115f453-67cb-4312-84b8-16e26a99ab0f,"China, Shanghai",,,,,ALLEN,allen_huang@shiningshipping.cn,15801719264,,JC Trans
China,"Shining King International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/5dffa7e1-0ff4-447e-b74c-f2bb52874c05.png,"China, Guangzhou",,,,,Victoria Ye,angel.zhao@shiningking.com,13925856657,,JC Trans
China,Shining World Limited,https://assets.jctrans.com/COMPANY_LOGO/e1a3c3aa-6499-424c-860f-effa9face369.jpg,"China, Shenzhen",,,,,Anker,sales13@shining-world.net,15994748937,,JC Trans
China,ShipAIR Cargo Services (Shenzhen) Limited,https://assets.jctrans.com/COMPANY_LOGO%2F08136750-e2de-4b95-9ed7-d8b07962d522,"China, Shanghai",,,,,He Zhongxing,nikolas@shipAIR.cn,,,JC TransPPLConnecta
China,Shipping Star Logistics (Guangzhou) Limited,https://assets.jctrans.com/COMPANY_LOGO/af7886f4-f640-45fb-9f8d-9095765e713b.jpeg,"China, Guangzhou",,,,,Cynthia,cynthia.lin@shipping-star.com.cn,13678913111,,JC Trans
China,"Shipping Whale Intl. Logistics (Shanghai) co.,ltd",https://assets.jctrans.com/COMPANY_LOGO/bf53c0af-270a-4fc0-bf3d-6f0eb25b3443.png,"China, Shanghai",,,,,Alice,alice.wang@shippingwhale.com,13262573176,,JC Trans
China,"SHK ARLEQUIN INTERNATIONAL TRANSPORTATION (SHANGHAI) CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2F49e85693-2788-4248-a8af-08850bd4c548,"China, Shanghai",,,,,Sandy,sandy.wang@shklogistics.group,13636651882,,JC Trans
China,"Shouxing (Beijing) International Freight Forwarding Co., Ltd.",https://parnity.co/dist/images/company-placeholder.png,"China, Beijing",,,,,Jack,shouxingguoji2025@163.com,18501012731,,JC Trans
China,"Sichuan ChangYuDa Supply Chain Management.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO/e75aea60-9b02-483b-be86-0c9e4dd3ecb7.png,"China, Chengdu",,,,,Kelly,kelly@sccyd.cn,18664358438,,JC Trans
China,Sichuan China-Europe International Logistics Company Limited,https://assets.jctrans.com/COMPANY_LOGO/873d493c-795d-4871-8fa4-87f3b3052727.jpg,"China, Chengdu",,,,,Fiona Li,fiona.li@eucnrail.com,13084474788,,JC Trans
China,"Sichuan JingLuo International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/59f145ca-363b-491f-bf58-acb3048fb6bf.png,"China, Chengdu",,,,,MOJIAJIA,mojiajia@jing-containers.com,,,JC Trans
China,"SICHUAN MOKRI INTERNATIONAL LOGISTICS CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO%2F8767fb46-e942-411d-b196-56deb8d3f440,"China, Chengdu",,,,,Mrs. Joyce Lan,joycelan@mokri.cn,13648021120,,JC Trans
China,"Sichuan Unida Int`l Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/bd92cd7f-4591-46fb-8e77-e18d2c022873.jpg,"China, Chengdu",,,,,Jody Wang,jody@unidalogistics.com,13880771613,,JC Trans
China,"Sichuan Utopia Modern Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2F35f35dfd-566e-4492-b8ac-1033e4348c2f.png,"China, Chengdu",,,,,undefined,Merak@wutuobang-logistics.cn,13608216413,,JC Trans
China,"Sichuan Zhengxin Global Supply Chain Management Co. , Ltd.",https://assets.jctrans.com/COMPANY_LOGO/1d3e5d3a-7192-4094-925e-9d4071bfddb8.png,"China, Chengdu",,,,,GAO QIYANG,gaoqiyang@sczxhq.com,,,JC Trans
China,"Silk Road Sinorailway Shanghai CO.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Ff2001b46-3c31-43fe-a2f6-a21cc9138a40,"China, Shanghai",,,,,Susan Song,susan.sha@srs.com.cn,18018709491,,JC Trans
China,"SILKROAD INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD.",https://assets.jctrans.com/COMPANY_LOGO%2F5107643a-9a05-4024-9984-4b34e7f2b85c.png,"China, Shanghai",,,,,BRUCE,bruce.wang@silkroad-shipping.com,18953264241,,JC Trans
China,"Simple Energy Supply Chain Management Co.,Ltd.",https://assets.jctrans.com/COMPANY_LOGO/d1cca554-65ef-4973-b32a-23a2cd5215cb,"China, Shanghai",,,,,Frank,frank@cn-simpleenergy.com,13817722960,,JC Trans
China,"Sinitic Link Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2Fa9536c4d-75e2-4a3d-ab38-18bc58861d89.jpg,"China, Shenzhen",,,,,Hadwin Fan,hadwin@siniticlink.com,18038092530,,JC Trans
China,"SINO CARGO LOGISTICS GROUP CO. ,LTD.",https://assets.jctrans.com/COMPANY_LOGO/1036ff96-b138-4d4a-a432-dcacf4c24996.jpg,"China, Shenzhen",,,,,Anny Ye,overseas10@sinocargogroup.com,13392423436,,JC Trans
China,"Sino Pacific International Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/afc43b50-7203-48d5-9713-740e996ece05.png,"China, Shenzhen",,,,,Randy,remiyao.szx@spacific.cn,18923721035,,JC Trans
China,"Sino Shipping Construction(Tianjin) Supply Chain Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO/4efa4a7b-f069-4f9b-9d6c-10fce43ee5b5.jpg,"China, Tianjin",,,,,Eika,tjzhj_eika@163.com,384578656,,JC Trans
China,Sino-Africa Project Logistics Alliance Tianjin Branch,https://assets.jctrans.com/COMPANY_LOGO/b71060ab-e721-4b20-ad98-3c035c00c6b4.png,"China, Tianjin",,,,,Bella,bellahe.pek@keyun.com.cn,15502225865,,JC Trans
China,Sino-Europe Trucking(Jiangsu)Logistics service Co.Ltd.,https://assets.jctrans.com/COMPANY_LOGO/cf201b2e-6454-4ab8-82b7-8083ca835515.jpg,"China, Suzhou",,,,,Liu Weixian,LIUWX@DXSCM.COM,13404223064,,JC Trans
China,"Sinocan Freight Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO/daafed2b-6a75-4104-8b67-0714dc8f63f7.jpg,"China, Nanjing",,,,,overseas@sinofreight.com.cn,overseas@sinofreight.com.cn,,,JC Trans
China,"Sinochaincargo Logistics (Chengdu) CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO%2Fe0554f23-21d2-4f87-9a1e-bf5d64e10ff4,"China, Chengdu",,,,,Emily Qin,chengdu680@sinochaincargo.com,13981960240,,JC Trans
China,"SINOEDA INTERNATIONAL LOGISTICS(DALIAN) CO., LTD.",https://assets.jctrans.com/COMPANY_LOGO%2F344c6a26-4200-4548-9a88-f8ac102a1370,"China, Dalian",,,,,yoki,yoki.tong@eda-log.com,18642641861,,JC Trans
China,Sinofaster international freight limited,https://assets.jctrans.com/COMPANY_LOGO/57105a2e-5575-4ad1-840c-d5349404f347.jpg,"China, Guangzhou",,,,,Hansen,hansen.lei@sinofaster.com,17819682807,,JC Trans
China,"Sinoglory Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Fa8801761-b62d-443c-922f-39da9280f208,"China, Qingdao",,,,,Allen,allen@sinoglorylogistics.com,18653251573,,JC Trans
China,SINOLINK SUPPLY CHAIN CO LTD,https://assets.jctrans.com/COMPANY_LOGO/52a3e9a1-2ff3-43fc-b557-5e528bc0d280.jpg,"China, Guangzhou",,,,,Aya,BOOKING@CNSINOLINK.CN,13925061860,,JC Trans
China,Sinologis Group Corporation,https://assets.jctrans.com/COMPANY_LOGO%2F4256aed3-a2b3-408c-a255-999a3ad02988,"China, Shanghai",,,,,Angel Guan,deyu@sinologis.cn,86 15300791336,,JC Trans
China,SINOOCEAN GROUP LTD.,https://assets.jctrans.com/COMPANY_LOGO/4f3abddd-6650-4921-9beb-9d9066fbeb71,"China, Shenzhen",,,,,Amy,amy@sinooceancn.com,13590166228,,JC Trans
China,Sinorich Transport Limited,https://assets.jctrans.com/COMPANY_LOGO%2F566bf09a-c7d7-4719-993f-6583ac2bf14d.jpg,"China, Shantou",,,,,Bell Huang,bell@sinorich.com,2355234904,,JC Trans
China,"Sinotech Logistics Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Ffb457988-4d66-486a-9fad-312ece5f1f16.jpg,"China, Shenzhen",,,,,Vincent Zhang,vincentchina@sinotechline.com,13428970159,,JC Trans
China,"SINOTRANS AIR FREIGHT CO.,LTD.Shijiazhuang branch",https://assets.jctrans.com/COMPANY_LOGO/3126127a-0cc1-4525-a3dd-ad736b186dfd.jpg,"China, Shijiazhuang",,,,,Candy,lihj@sinoair.com,18301333105,,JC Trans
China,"Sinotrans Changjiang Co., Ltd. Overseas Business Division",https://assets.jctrans.com/COMPANY_LOGO%2F193f490c-535c-4d54-ab0e-b727756ec603,"China, Suzhou",,,,,Penny,panyueyun@sinotrans.com,13732641570,,JC Trans
China,"SINOTRANS ZHEJIANG CO.,LTD. NINGBO MINGZHOU BRANCH",https://assets.jctrans.com/COMPANY_LOGO/0b83580c-b91e-4605-a14c-29951b9d4841.jpg,"China, Ningbo",,,,,Wangyu,wangyu@sinotrans-mingzhou.com,13626842431,,JC Trans
China,"SINOWAY INTERNATIONAL LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2Ff3176cd5-aa81-46b1-8ca4-5c8e259b8958.jpg,"China, Ningbo",,,,,Demi Tang,demi.tang@sinowaychina.com,15957859100,,JC Trans
China,SINPEX,https://pplnet.pplonefamily.net/images/companies/sinpex.jpg,China,,,,,Dickie Tse - Director,dickie.tse@sinpexconnection.com,86 25 86530030,,PPL
China,SISAM GROUP,https://pplnet.pplonefamily.net/images/companies/sisam.jpg,China,,,,,Danilo Sergi Alampi,danilo.sergi@capital-logistic.com.cn,(Danilo) 86-2165853280; (Lynn) 86 21 65853282,,PPL
China,SJ International Freight (Shanghai) Limited,https://www.connecta-network.com/wp-content/uploads/CompanyLogo/sj_international_freight_shanghai_china.png,"China, Shanghai",,,,,Mr Scott Hu,scott.hu@suijun.com,862163933322,,Connecta
China,Sky Chain Worldwide Limited,https://assets.jctrans.com/COMPANY_LOGO%2F3d9241f7-cfc3-4ff0-aa82-638a0f304ab9,"China, Beijing",,,,,Jack,Skychain@skychain-worldwide.com,18515923883,,JC Trans
China,Sky G Logistics Ltd,https://www.mgln.net/_next/image?url=https%3A%2F%2Fapi.mgln.net%2FUploads%2FCompanyLogos%2F1744439644_5503.jpg&w=384&q=75,"China, Hong Kong",,,,,Celia Lam,celia@sglog-group.com,,,AlfaMGLNThe Cooperative
China,"SKY-REACH SHANGHAI INTERNATIONAL LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/014fbf14-baf7-468e-beeb-fcc842206504.png,"China, Shanghai",,,,,Ares,areszou@sky-reach.com,18654901756,,JC Trans
China,"SKYBAY LOGISTICS (SHENZHEN) CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/689ddc42-a263-401f-82c8-6575ec788466,"China, Shenzhen",,,,,Sara.Chen,sara@skybayshipping.com,13138868328,,JC Trans
China,"Skymap International Logistics Group Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO/782c721d-a99f-425c-999c-0baeadb1aaae.jpg,"China, Shanghai",,,,,undefined,overseas@skymapair.com,,,JC Trans
China,"Smart Asia (Guangzhou) International Transportation Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO%2F179b5ea0-5209-4562-8c19-2d2db0d61832.png,"China, Guangzhou",,,,,Kevan Li,kevan.li_pro@glsmartasia.com,13560452668,,JC Trans
China,"Smart Ocean International Logistics Co., Ltd.",https://assets.jctrans.com/COMPANY_LOGO%2F07c342ed-0499-4db5-9087-e198a76595fe.png,"China, Qingdao",,,,,Carl,carl.liu@greatsparkle.net,18561876227,,JC Trans
China,SMARTRANS INTERNATIONAL LTD,https://assets.jctrans.com/COMPANY_LOGO%2F62169b2f-3095-417c-814b-e51267e95002.png,"China, Shenzhen",,,,,Napoleon Ling,napoleonling@smartrans.cn,18927464090,,JC Trans
China,"Soaring Transportation Co., Ltd",https://assets.jctrans.com/COMPANY_LOGO%2Fdccbd83f-0f3e-4d59-9b58-eb99144eedaf,"China, Shenzhen",,,,,Crystal Peng,cs03@soaringtrans.com,13538016146,,JC Trans
China,SOLEX LOGISTICS,https://pplnet.pplonefamily.net/images/companies/solex.jpg,China,,,,,Tommy Wu,tommy.wu@solexlogistics.com.cn,86 20 83707548,,PPL
China,"SOLID LOGISTICS CO.,LTD",https://parnity.co/dist/images/company-placeholder.png,"China, Shanghai",,,,,Eric Wang,eric.wang@solidlogistics.com.cn,,,The Cooperative
China,Solution Logistics Ltd,https://assets.jctrans.com/COMPANY_LOGO%2F93e771fc-e950-41a3-88b6-6c02690b1593,"China, Guangzhou",,,,,Jason - Solution Logistics Ltd,jason@2021solutionlogistics.com,13725411775,,JC Trans
China,SOMO SUPPLY CHAIN MANAGEMENT LTD,https://assets.jctrans.com/COMPANY_LOGO/02556155-3df2-4dac-93ed-5c057173f125,"China, Shanghai",,,,,Jackie,admin@smgtop.com,15216823282,,JC Trans
China,"Sourcelink Ningbo Scm Co.,Ltd",https://assets.jctrans.com/COMPANY_LOGO%2F4226db6b-1627-4a42-8af8-7d4319b233d1,"China, Ningbo",,,,,Daisy Chen,daisy@sourcelinkscm.com,15906500111,,JC Trans
China,"SPANKER SUPPLY CHAIN MANAGEMENT CO.,LTD.",https://assets.jctrans.com/COMPANY_LOGO/39363537-c8bc-4ae8-9250-4c44af21a34e.png,"China, Shanghai",,,,,Leo Zhan,leo@spankerscm.com,18101847728,,JC Trans
China,Sparkling Shipping Line Limited,https://assets.jctrans.com/COMPANY_LOGO/653046d0-5526-4f7e-b1c2-dcd6687b0ac9.png,"China, Shanghai",,,,,anna.zhou,anna.zhou@sparklingshipping.com,15021804980,,JC Trans
China,"SPEED MAX GLOBAL (BEIJING)CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO%2F85f6320b-6cdb-4232-8f04-d02b3adfafec,"China, Beijing",,,,,Lemon Guo,lemon@spxglb.com,13811314464,,JC Trans
China,"SPEEDY INTERNATIONAL LOGISTICS（WUXI）CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/91a2f4ed-4951-4251-9c39-420dab10043d.png,"China, Wuxi",,,,,Lily,lily@speedylogistics.cn,13428796116,,JC Trans
China,"SPEEDY LOGISTICS CO.,LTD.",https://assets.jctrans.com/COMPANY_LOGO%2Fff8651f2-dfac-40b3-a447-547dfa43e568,"China, Shanghai",,,,,Grace,servicedept-1@speedy-sy.com,13651606546,,JC Trans
China,"SPIDA LOGISTICS CO.,LTD",https://assets.jctrans.com/COMPANY_LOGO/64ca30c6-79e8-46e3-bea6-5d35d001c129.png,"China, Hangzhou",,,,,Alex,alex@spidalogistics.com,17681857208,,JC Trans
